,SITE_NAME,genus,pred,occurence
2898,Akhshtyrskaja cave: l. 2,Ursus,0.6991566320140736,1
2899,Akhshtyrskaja cave: l. 2,Panthera,0.6769208741972391,0
2900,Akhshtyrskaja cave: l. 2,Felis,0.6765150635961814,1
2901,Akhshtyrskaja cave: l. 2,Sus,0.6757495889736913,1
2902,Akhshtyrskaja cave: l. 2,Ailuropoda,0.6692172540102044,0
3312,Akhstyrskaya Cave,Prometheomys,0.8043777293708911,1
3313,Akhstyrskaya Cave,Myopus,0.8021185538287039,0
3314,Akhstyrskaya Cave,Dicrostonyx,0.7931088499253554,0
3315,Akhstyrskaya Cave,Alticola,0.7904876688193985,0
3316,Akhstyrskaya Cave,Microtus,0.789890260011901,1
3726,Alekseevsk,Rangifer,0.8158532761466308,1
3727,Alekseevsk,Alces,0.8112928185776515,0
3728,Alekseevsk,Sinomegaceros,0.8021136329509941,0
3729,Alekseevsk,Capreolus,0.7914201899611547,1
3730,Alekseevsk,Cervus,0.7900266106140171,1
4140,Almenara-Casablanca 1,Myosorex,0.8069528228517209,1
4141,Almenara-Casablanca 1,Mafia,0.7997207587840338,0
4142,Almenara-Casablanca 1,Procamptoceras,0.7995901772339035,1
4143,Almenara-Casablanca 1,Sivapanthera,0.7964740089874446,0
4144,Almenara-Casablanca 1,Eucladoceros.Megaloceros,0.7961482737784796,0
4554,Altestovo 1,Clethrionomys,0.9165499510645816,0
4555,Altestovo 1,Prolagurus,0.9121982050919285,1
4556,Altestovo 1,Terricola,0.9113875403482614,1
4557,Altestovo 1,Allocricetus,0.9063721341986037,1
4558,Altestovo 1,Lagurodon,0.9053766384424846,0
4968,An Nafud 2,Cynotherium,0.7296462278940137,0
4969,An Nafud 2,Metailurus,0.7144227212607818,0
4970,An Nafud 2,Homotherium,0.7104809544222347,0
4971,An Nafud 2,Catopuma,0.7103295994990673,0
4972,An Nafud 2,Panthera,0.6951442487984834,1
5382,Anetovka II,Spermophilinus,0.7965856323954312,0
5383,Anetovka II,Marmota,0.7844296983052832,1
5384,Anetovka II,Trogopterus,0.7832441326320364,0
5385,Anetovka II,Aeretes,0.7787370700853655,0
5386,Anetovka II,Prometheomys,0.7734418404900993,0
5796,Angangxi_Daxingtun,Lepus,0.825923733761454,1
5797,Angangxi_Daxingtun,Ochotona,0.8099721429958746,1
5798,Angangxi_Daxingtun,Pliolagomys,0.8035510638412072,0
5799,Angangxi_Daxingtun,Ochotonoides,0.7847492683979805,0
5800,Angangxi_Daxingtun,Alilepus,0.7225326819684048,0
6210,Anping,Cuon,0.7497636548065332,0
6211,Anping,Nyctereutes,0.7382637692653705,1
6212,Anping,Canis,0.7305053642234357,1
6213,Anping,Vulpes,0.7137046780885195,1
6214,Anping,Xenocyon,0.7118111169673724,0
6624,Antu,Coelodonta,0.6702644579286836,1
6625,Antu,Ochotona,0.6499384217280382,1
6626,Antu,Ochotonoides,0.6490852700426178,0
6627,Antu,Sinomegaceros,0.6433781104174879,0
6628,Antu,Rhinoceros,0.6404933834446624,0
7038,Apollonia (APL),Sivapanthera,0.8233522518231042,0
7039,Apollonia (APL),Homotherium,0.8229214289449164,1
7040,Apollonia (APL),Megantereon,0.8199734830549863,1
7041,Apollonia (APL),Puma,0.8178092188039158,0
7042,Apollonia (APL),Acinonyx,0.813771683144523,0
7866,Arenero Manuel Soto,Mammuthus,0.7500687567801877,0
7867,Arenero Manuel Soto,Palaeoloxodon,0.7413218484541237,1
7868,Arenero Manuel Soto,Megaloceros,0.680575559682,1
7869,Arenero Manuel Soto,Elephas,0.6765874731281435,0
7870,Arenero Manuel Soto,Alces,0.6709635583618224,0
8280,Arenero Oxigeno,Palaeoloxodon,0.8119672649274357,1
8281,Arenero Oxigeno,Mammuthus,0.8107398211302616,0
8282,Arenero Oxigeno,Elephas,0.7388957040228007,0
8283,Arenero Oxigeno,Hypselephas,0.6848398913574864,0
8284,Arenero Oxigeno,Equus,0.6327714739566498,1
7452,Arenero de Casa de Eulogio,Mammuthus,0.8052309855441544,1
7453,Arenero de Casa de Eulogio,Palaeoloxodon,0.8009370120842704,0
7454,Arenero de Casa de Eulogio,Elephas,0.7385459437177742,0
7455,Arenero de Casa de Eulogio,Hypselephas,0.6840226079683239,0
7456,Arenero de Casa de Eulogio,Equus,0.64424474001423,1
8694,Arondelli,Glirulus,0.7992555345700808,1
8695,Arondelli,Blarinoides,0.7830303430527022,1
8696,Arondelli,Nesiotites,0.7799991689961504,0
8697,Arondelli,Dryomys,0.7783763388006112,0
8698,Arondelli,Asoriculus,0.7688240013934993,1
9108,Arta II 1-3,Coelodonta,0.8247345864882081,1
9109,Arta II 1-3,Equus,0.807848106328465,1
9110,Arta II 1-3,Rhinoceros,0.7775341413303742,0
9111,Arta II 1-3,Procapra,0.7580447891099219,0
9112,Arta II 1-3,Dicerorhinus,0.7554692747612117,0
9522,Arta II l.5,Palaeoloxodon,0.7027127465798615,0
9523,Arta II l.5,Mammuthus,0.6988849287156274,1
9524,Arta II l.5,Elephas,0.6736165417023284,0
9525,Arta II l.5,Machairodus,0.620667506189367,0
9526,Arta II l.5,Coelodonta,0.6152896014318432,1
9936,Asva,Lepus,0.6913021987457303,1
9937,Asva,Oryctolagus,0.6332457279685264,0
9938,Asva,Castor,0.5722290923183742,1
9939,Asva,Pliolagus,0.5677849065938888,0
9940,Asva,Hypolagus,0.5672226902064839,0
10350,Atapuerca TD10,Felis,0.716099604140311,1
10351,Atapuerca TD10,Lynx,0.7156234128364214,1
10352,Atapuerca TD10,Acinonyx,0.7153413931796148,0
10353,Atapuerca TD10,Tamiops,0.7089452378971691,0
10354,Atapuerca TD10,Xenocyon,0.7015387449625732,0
10764,Atapuerca TD11,Glis,0.8314157776937697,0
10765,Atapuerca TD11,Muscardinus,0.8229977786135065,0
10766,Atapuerca TD11,Lemmus,0.8201588980690802,0
10767,Atapuerca TD11,Myomimus,0.81848529042175,0
10768,Atapuerca TD11,Cricetus,0.817614973086433,0
11178,Atapuerca TD4,Plecotus,0.7796820403388313,1
11179,Atapuerca TD4,Barbastella,0.7647984083213494,1
11180,Atapuerca TD4,Pipistrellus,0.7619687533352699,0
11181,Atapuerca TD4,Myotis,0.750688095326726,1
11182,Atapuerca TD4,Acinonyx,0.7251678367094156,0
11592,Atapuerca TD4-5,Puma,0.8228372210904157,0
11593,Atapuerca TD4-5,Homotherium,0.8158460746061366,0
11594,Atapuerca TD4-5,Lynx,0.8096145921295981,1
11595,Atapuerca TD4-5,Megantereon,0.7969732647290361,0
11596,Atapuerca TD4-5,Acinonyx,0.7959347531638985,0
12006,Atapuerca TD5,Barbastella,0.8264053640257508,1
12007,Atapuerca TD5,Plecotus,0.8104659974726878,1
12008,Atapuerca TD5,Myotis,0.7939839395860583,1
12009,Atapuerca TD5,Nyctalus,0.7567041816375447,0
12010,Atapuerca TD5,Pipistrellus,0.7483747696110581,0
12420,Atapuerca TD6,Plecotus,0.7820529666307046,1
12421,Atapuerca TD6,Pipistrellus,0.7801500072715596,0
12422,Atapuerca TD6,Barbastella,0.7646649849295267,1
12423,Atapuerca TD6,Myotis,0.7490461814481412,1
12424,Atapuerca TD6,Vernaya,0.7292273032273469,0
12834,Atapuerca TD8,Plecotus,0.7442925574178133,1
12835,Atapuerca TD8,Pipistrellus,0.7318277987028231,0
12836,Atapuerca TD8,Barbastella,0.7242102701738531,0
12837,Atapuerca TD8,Parahyaena,0.7190424254517206,0
12838,Atapuerca TD8,Acinonyx,0.7177739755069356,0
13248,Atapuerca TD8-9,Barbastella,0.7157976382644882,0
13249,Atapuerca TD8-9,Plecotus,0.700835407680346,0
13250,Atapuerca TD8-9,Myotis,0.6997125933443137,1
13251,Atapuerca TD8-9,Rhinolophus,0.6825757193930571,1
13252,Atapuerca TD8-9,Nyctalus,0.6812128434513557,0
13662,Atapuerca TE-10,Mafia,0.7822580745297504,0
13663,Atapuerca TE-10,Myosorex,0.7780823138946318,0
13664,Atapuerca TE-10,Sulimskia,0.7737936859956421,0
13665,Atapuerca TE-10,Petenyia,0.7729497813945401,0
13666,Atapuerca TE-10,Beremendia,0.768650779379461,1
14076,Atapuerca TE-11,Petenyia,0.8492178817248319,0
14077,Atapuerca TE-11,Beremendia,0.8480379994953628,1
14078,Atapuerca TE-11,Sulimskia,0.8478644789098206,0
14079,Atapuerca TE-11,Blarinoides,0.8475985541413542,0
14080,Atapuerca TE-11,Deinsdorfia,0.8454108114077781,0
14490,Atapuerca TE-12,Puma,0.7952784667812668,0
14491,Atapuerca TE-12,Homotherium,0.7828991110237125,0
14492,Atapuerca TE-12,Lynx,0.7809622459642773,1
14493,Atapuerca TE-12,Mafia,0.7771580959547139,0
14494,Atapuerca TE-12,Acinonyx,0.7751238052014325,0
14904,Atapuerca TE-13,Petenyia,0.8407807751111391,0
14905,Atapuerca TE-13,Beremendia,0.8389244161909118,1
14906,Atapuerca TE-13,Sulimskia,0.8380630156669729,0
14907,Atapuerca TE-13,Blarinoides,0.8352542180761933,0
14908,Atapuerca TE-13,Deinsdorfia,0.8339089630949922,0
15318,Atapuerca TE-14,Mafia,0.7667994480171479,0
15319,Atapuerca TE-14,Myosorex,0.765241961809302,0
15320,Atapuerca TE-14,Scalopoides,0.7516669901273697,0
15321,Atapuerca TE-14,Sulimskia,0.7505596339616786,0
15322,Atapuerca TE-14,Petenyia,0.7480412085570274,0
15732,Atapuerca TE-19,Cervalces,0.655808949361273,0
15733,Atapuerca TE-19,Megaloceros,0.6554867598604718,0
15734,Atapuerca TE-19,Dama,0.6523877741849728,1
15735,Atapuerca TE-19,Capreolus,0.6508034537593145,0
15736,Atapuerca TE-19,Rupicapra,0.6493358162562362,0
16146,Atapuerca TE-9,Tamiops,0.7771904513028141,0
16147,Atapuerca TE-9,Eucladoceros.Megaloceros,0.7692370568611191,1
16148,Atapuerca TE-9,Baranogale,0.756260888615586,1
16149,Atapuerca TE-9,Enhydrictis,0.7555485714441291,0
16150,Atapuerca TE-9,Suncus,0.7553124606880002,0
16560,Atapuerca TG,Felis,0.7517213516147209,1
16561,Atapuerca TG,Lynx,0.7495710287556698,1
16562,Atapuerca TG,Acinonyx,0.7294128474223317,0
16563,Atapuerca TG,Panthera,0.7265994030596473,1
16564,Atapuerca TG,Puma,0.7182336147847405,0
16974,Atapuerca TN,Glis,0.7121133953661968,0
16975,Atapuerca TN,Lynx,0.7043401694939097,1
16976,Atapuerca TN,Felis,0.7041950560323931,0
16977,Atapuerca TN,Pliomys,0.701678006878113,1
16978,Atapuerca TN,Muscardinus,0.6997158988607479,0
17388,Atapuerca TZ,Glis,0.725968698851605,0
17389,Atapuerca TZ,Muscardinus,0.7188217309063366,0
17390,Atapuerca TZ,Pliomys,0.7144183041374479,1
17391,Atapuerca TZ,Lemmus,0.7144138310277706,0
17392,Atapuerca TZ,Cricetus,0.7106161104406996,0
17802,Aukshtadvaris,Alces,0.7052319848652735,1
17803,Aukshtadvaris,Rangifer,0.6993747396281718,0
17804,Aukshtadvaris,Capreolus,0.6985345219612682,1
17805,Aukshtadvaris,Megaloceros,0.6900442071222019,0
17806,Aukshtadvaris,Haploidoceros,0.6802805846565542,0
18216,Aveley,Mammuthus,0.754352072794169,1
18217,Aveley,Palaeoloxodon,0.7358809305497384,1
18218,Aveley,Elephas,0.6681975628013739,0
18219,Aveley,Cervalces,0.6391913376942358,0
18220,Aveley,Lynx,0.6241972801964636,0
18630,Azykh Cave: Unit I-V,Tragelaphus,0.7708765940353909,0
18631,Azykh Cave: Unit I-V,Boselaphus,0.75114000422328,0
18632,Azykh Cave: Unit I-V,Oryx,0.7492029915117792,0
18633,Azykh Cave: Unit I-V,Hypselephas,0.7481664381911829,0
18634,Azykh Cave: Unit I-V,Antilope,0.7458083071624522,0
19044,Azykh Cave: Unit VI,Mesocricetus,0.8129279179343489,1
19045,Azykh Cave: Unit VI,Dinaromys,0.8031096665579036,0
19046,Azykh Cave: Unit VI,Ellobius,0.7816369898346133,1
19047,Azykh Cave: Unit VI,Millardia,0.7815663655578495,0
19048,Azykh Cave: Unit VI,Cricetulus,0.781389323688283,0
19458,Bachkininkeliai,Alces,0.7894756655011915,1
19459,Bachkininkeliai,Rangifer,0.7840536007515208,0
19460,Bachkininkeliai,Capreolus,0.7784380299186606,1
19461,Bachkininkeliai,Megaloceros,0.7727155355802044,0
19462,Bachkininkeliai,Haploidoceros,0.7645802280371136,0
19872,Bacon hole,Mammuthus,0.741766333305478,0
19873,Bacon hole,Palaeoloxodon,0.7295654870830052,1
19874,Bacon hole,Elephas,0.6454713720040947,0
19875,Bacon hole,Stephanorhinus,0.6344174664379592,1
19876,Bacon hole,Dicrostonyx,0.6292134280475528,0
20286,Bailongdong,Neofelis,0.812716436473102,1
20287,Bailongdong,Sivapanthera,0.7910959125898773,0
20288,Bailongdong,Prionailurus,0.7889177795834348,0
20289,Bailongdong,Acinonyx,0.7845465986354215,0
20290,Bailongdong,Felis,0.7826934003884991,0
20700,Baiyundong Cave,Sinomegaceros,0.6925474914386656,1
20701,Baiyundong Cave,Hydropotes,0.6832073522514084,0
20702,Baiyundong Cave,Muntiacus,0.6738031325682329,0
20703,Baiyundong Cave,Elaphodus,0.6711282036186178,0
20704,Baiyundong Cave,Cervus,0.6657497514285458,1
21114,Bajiazui,Paramachaerodus,0.8386334965555899,0
21115,Bajiazui,Metailurus,0.8366377502528731,0
21116,Bajiazui,Sivapanthera,0.8300534092659408,0
21117,Bajiazui,Megantereon,0.821270456983027,1
21118,Bajiazui,Homotherium,0.8151609911094346,1
21528,Balyshevo III,Coelodonta,0.8478152585144817,1
21529,Balyshevo III,Equus,0.8309825504267676,1
21530,Balyshevo III,Rhinoceros,0.7938056723842282,0
21531,Balyshevo III,Dicerorhinus,0.7710683291597514,0
21532,Balyshevo III,Stephanorhinus,0.7688046176264409,0
21942,Ban Fa Suai,Nomascus,0.7478975199290371,0
21943,Ban Fa Suai,Hylobates,0.7262558183567897,1
21944,Ban Fa Suai,Budorcas,0.7258978353667394,0
21945,Ban Fa Suai,Semnopithecus,0.7173258017122698,0
21946,Ban Fa Suai,Pygathrix,0.7159123311558646,0
22356,Baojin_Dongpaoshan,Nomascus,0.777968111210428,0
22357,Baojin_Dongpaoshan,Hylobates,0.7163258855941831,1
22358,Baojin_Dongpaoshan,Procynocephalus,0.7141531050647546,0
22359,Baojin_Dongpaoshan,Sinomastodon,0.7120761555116246,1
22360,Baojin_Dongpaoshan,Pygathrix,0.696246002999184,0
22770,Bar,Palaeoloxodon,0.7878027268617072,0
22771,Bar,Mammuthus,0.7793576150695948,1
22772,Bar,Elephas,0.7532237152915027,0
22773,Bar,Coelodonta,0.7522843827056661,1
22774,Bar,Equus,0.7154895060777564,1
23184,Barranc de la Boella EF,Hippopotamus,0.7914674098128985,1
23185,Barranc de la Boella EF,Megaceroides,0.7652204600410073,0
23186,Barranc de la Boella EF,Praemegaceros,0.7556554867809894,0
23187,Barranc de la Boella EF,Cervalces,0.755551433510848,0
23188,Barranc de la Boella EF,Dama,0.7511731850303904,1
23598,Barranc de la Boella LM,Hippopotamus,0.7335761863903915,1
23599,Barranc de la Boella LM,Cervalces,0.7225028287097233,0
23600,Barranc de la Boella LM,Paradolichopithecus,0.7177548250029661,0
23601,Barranc de la Boella LM,Theropithecus,0.7140372265584629,0
23602,Barranc de la Boella LM,Praemegaceros,0.7133046175991632,0
24012,Barranc de la Boella P1L II,Mammuthus,0.8359749972716999,1
24013,Barranc de la Boella P1L II,Palaeoloxodon,0.814594936007291,0
24014,Barranc de la Boella P1L II,Elephas,0.7728838813027176,0
24015,Barranc de la Boella P1L II,Hypselephas,0.7389962890845562,0
24016,Barranc de la Boella P1L II,Equus,0.6938740709252261,1
24426,Barranco Leon-5,Xenocyon,0.7959823437264625,1
24427,Barranco Leon-5,Lycaon,0.7939505339010842,0
24428,Barranco Leon-5,Eucyon,0.7920626666323659,0
24429,Barranco Leon-5,Chasmaporthetes,0.7758139268597704,0
24430,Barranco Leon-5,Nyctereutes,0.7684887854745376,0
24840,Barrington,Cervalces,0.7218882458095752,0
24841,Barrington,Megaloceros,0.716144458160561,1
24842,Barrington,Capreolus,0.7118777471081806,0
24843,Barrington,Alces,0.7079746024614878,0
24844,Barrington,Dama,0.7064940509184587,1
25254,Baturino,Promimomys,0.8971104193231819,0
25255,Baturino,Villanyia,0.8957612200623768,0
25256,Baturino,Prosiphneus,0.8867954268405581,0
25257,Baturino,Huaxiamys,0.8840244525881471,0
25258,Baturino,Pseudomeriones,0.8840244525881471,0
25668,Baume Néron,Glis,0.7344412588946571,1
25669,Baume Néron,Lepus,0.7271087643993288,1
25670,Baume Néron,Muscardinus,0.7004270213974197,0
25671,Baume Néron,Oryctolagus,0.6923247265769688,1
25672,Baume Néron,Spermophilinus,0.6878349124598794,0
26082,Beijing_Tianyuandong,Parameles,0.8192702833732788,0
26083,Beijing_Tianyuandong,Arctonyx,0.8087291952862432,1
26084,Beijing_Tianyuandong,Cuon,0.8079455891094558,0
26085,Beijing_Tianyuandong,Mustelavus,0.8046321483314048,0
26086,Beijing_Tianyuandong,Machairodus,0.8037026364817758,0
26496,Benxi_Miaohoushan,Belomys,0.7431880067357619,0
26497,Benxi_Miaohoushan,Tamias,0.7282725934837764,0
26498,Benxi_Miaohoushan,Huananomys,0.72777264117053,0
26499,Benxi_Miaohoushan,Tamiops,0.7252854398092832,0
26500,Benxi_Miaohoushan,Aeretes,0.7252194559849733,0
26910,Benxihu,Coelodonta,0.7271373502444994,0
26911,Benxihu,Equus,0.7009108696124645,1
26912,Benxihu,Rhinoceros,0.6974694803202702,0
26913,Benxihu,Dicerorhinus,0.6806739718780898,0
26914,Benxihu,Proboscidipparion,0.6514213413231638,0
27324,Berelekh,Coelodonta,0.7392165591994648,1
27325,Berelekh,Mammuthus,0.7147477450268221,1
27326,Berelekh,Palaeoloxodon,0.7071064743878995,0
27327,Berelekh,Elephas,0.692252724331075,0
27328,Berelekh,Equus,0.6869926713593548,1
27738,"Berelekh \""kitchen\""",Mammuthus,0.7700549251774625,1
27739,"Berelekh \""kitchen\""",Palaeoloxodon,0.7648792815104234,0
27740,"Berelekh \""kitchen\""",Elephas,0.7478138760903696,0
27741,"Berelekh \""kitchen\""",Equus,0.6556306238031335,1
27742,"Berelekh \""kitchen\""",Hypselephas,0.6513440533304958,0
28152,Bijiashan Cave,Indarctos,0.7804187701378742,0
28153,Bijiashan Cave,Sivapanthera,0.7322900613533542,0
28154,Bijiashan Cave,Paramachaerodus,0.7262370045019645,0
28155,Bijiashan Cave,Sinomastodon,0.725167602191578,1
28156,Bijiashan Cave,Eirictis,0.722671668935177,0
28566,Bijie_Baeryan,Antilospira,0.8528669081093204,0
28567,Bijie_Baeryan,Nipponicervus,0.8523700527505303,0
28568,Bijie_Baeryan,Procapreolus,0.8474400624717129,0
28569,Bijie_Baeryan,Antispiroides,0.83826755721229,0
28570,Bijie_Baeryan,Sinoryx,0.83826755721229,0
28980,Bijie_Dadong,Rhinopithecus,0.6228053571483926,0
28981,Bijie_Dadong,Euarctos,0.6188600719186876,0
28982,Bijie_Dadong,Megatapirus,0.6136221862160227,0
28983,Bijie_Dadong,Ailuropoda,0.6118967413538275,1
28984,Bijie_Dadong,Cercopithecus,0.6116446646492771,0
29394,Bijie_Mawokou,Rhinopithecus,0.8163815538775349,1
29395,Bijie_Mawokou,Trachypithecus,0.7933527811068688,1
29396,Bijie_Mawokou,Macaca,0.7891795250786772,1
29397,Bijie_Mawokou,Cercopithecus,0.7851046022416749,0
29398,Bijie_Mawokou,Semnopithecus,0.7667024644769618,0
29808,Bilzingsleben,Cervalces,0.7090777644381987,0
29809,Bilzingsleben,Lynx,0.7075611250240224,0
29810,Bilzingsleben,Felis,0.7010834455974199,1
29811,Bilzingsleben,Acinonyx,0.6953835606976437,0
29812,Bilzingsleben,Puma,0.6886804132879548,0
30222,Binagady,Sivapanthera,0.7736179178114638,0
30223,Binagady,Catopuma,0.7590441572623027,0
30224,Binagady,Vormela,0.7562659950971508,1
30225,Binagady,Megantereon,0.7522022491148669,0
30226,Binagady,Paramachaerodus,0.7519263127405842,0
30636,Bisnik cave,Alces,0.7185988172283962,1
30637,Bisnik cave,Rangifer,0.7122106200377362,0
30638,Bisnik cave,Capreolus,0.7114833600428137,1
30639,Bisnik cave,Megaloceros,0.7095055337988425,0
30640,Bisnik cave,Dama,0.7008572391413835,0
31050,Bois-de-Riquet,Oryctolagus,0.7913559591919445,1
31051,Bois-de-Riquet,Hypolagus,0.7861716094918227,0
31052,Bois-de-Riquet,Pliolagus,0.7778321220280046,0
31053,Bois-de-Riquet,Alilepus,0.7452982026938241,0
31054,Bois-de-Riquet,Sericolagus,0.7296291592196666,0
31464,Bolshaja Chukochja #21,Spirocerus,0.8086517333966126,0
31465,Bolshaja Chukochja #21,Gazella,0.7951975345901042,0
31466,Bolshaja Chukochja #21,Tragelaphus,0.7865668098431923,0
31467,Bolshaja Chukochja #21,Ovis,0.7758635903535449,0
31468,Bolshaja Chukochja #21,Bubalus,0.7695579342003079,0
31878,Bolshaja Chukochja #25,Spirocerus,0.7976490882519953,0
31879,Bolshaja Chukochja #25,Elephas,0.7911987043846089,0
31880,Bolshaja Chukochja #25,Mammuthus,0.7812280043992448,1
31881,Bolshaja Chukochja #25,Gazella,0.779922220525746,0
31882,Bolshaja Chukochja #25,Elaphurus,0.776113140235645,0
32292,Bolshaja Chukochja #27,Elephas,0.8096784465972328,0
32293,Bolshaja Chukochja #27,Spirocerus,0.8063678839883508,0
32294,Bolshaja Chukochja #27,Mammuthus,0.8019581800456788,1
32295,Bolshaja Chukochja #27,Gazella,0.7888042199213684,0
32296,Bolshaja Chukochja #27,Palaeoloxodon,0.7816906383404362,0
32706,Bolshaja Chukochja #36,Elephas,0.8076120630336817,0
32707,Bolshaja Chukochja #36,Spirocerus,0.8050447606904679,0
32708,Bolshaja Chukochja #36,Mammuthus,0.803079275855839,1
32709,Bolshaja Chukochja #36,Gazella,0.7879198754920816,0
32710,Bolshaja Chukochja #36,Palaeoloxodon,0.7859776814051945,0
33120,Bolshaja Kamyshevakha 1,Spermophilus,0.7753501010079342,1
33121,Bolshaja Kamyshevakha 1,Marmota,0.7746320856861445,0
33122,Bolshaja Kamyshevakha 1,Spermophilinus,0.7696258356449303,0
33123,Bolshaja Kamyshevakha 1,Sciurus,0.7635627895496572,0
33124,Bolshaja Kamyshevakha 1,Terricola,0.7612664394885067,0
33534,Bolshevik 2-I,Ellobius,0.8851284110076012,1
33535,Bolshevik 2-I,Eolagurus,0.8812818594275831,1
33536,Bolshevik 2-I,Cricetus,0.8801069705002028,1
33537,Bolshevik 2-I,Myopus,0.8738989067739188,0
33538,Bolshevik 2-I,Prometheomys,0.8720905804777259,0
33948,Bolshevik 2-II & III,Allocricetus,0.8891768946187195,1
33949,Bolshevik 2-II & III,Dolomys,0.8801531727942339,0
33950,Bolshevik 2-II & III,Terricola,0.8757202400684128,1
33951,Bolshevik 2-II & III,Pliospalax,0.874509286735116,0
33952,Bolshevik 2-II & III,Clethrionomys,0.8717783439500805,1
34362,Bolshevik 2-IV,Pliospalax,0.9558998917729069,0
34363,Bolshevik 2-IV,Lagurodon,0.9552646951856307,1
34364,Bolshevik 2-IV,Kislangia,0.9545280958682861,1
34365,Bolshevik 2-IV,Prolagurus,0.9527141955278594,1
34366,Bolshevik 2-IV,Borsodia,0.949000774396544,1
34776,Bonaria,Rhagamys,0.8903838717846562,1
34777,Bonaria,Rhagapodemus,0.8903680476642409,1
34778,Bonaria,Tyrrhenicola,0.8902544033118133,1
34779,Bonaria,Predicrostonyx,0.8738006818938292,0
34780,Bonaria,Prospalax,0.8738006805787207,0
35190,Botsy,Tragelaphus,0.7979213859111605,0
35191,Botsy,Hypselephas,0.7825422723767699,0
35192,Botsy,Boselaphus,0.7812536876386028,0
35193,Botsy,Antilope,0.7771897763099456,0
35194,Botsy,Oryx,0.7538384146019678,0
35604,Boxgrove,Tamiops,0.7670614706133537,0
35605,Boxgrove,Muscardinus,0.7653527218687581,1
35606,Boxgrove,Glis,0.7560909249652251,0
35607,Boxgrove,Sericolagus,0.7421542734144905,0
35608,Boxgrove,Callosciurus,0.7376540035940446,0
36018,Bucine,Praemegaceros,0.7999251598214993,0
36019,Bucine,Oryx,0.7646855598936735,0
36020,Bucine,Tragelaphus,0.7618391006426806,0
36021,Bucine,Cervalces,0.755836515034665,0
36022,Bucine,Boselaphus,0.7491967795544088,0
36432,Bukuran,Hexaprotodon,0.7708940880881969,1
36433,Bukuran,Stegodon,0.688804194234774,1
36434,Bukuran,Axis,0.6846501873942514,1
36435,Bukuran,Hippopotamus,0.6568065323789214,0
36436,Bukuran,Potamochoerus,0.6520934268939497,0
36846,Bural-Obo C,Proochotona,0.8959923810167513,0
36847,Bural-Obo C,Ochotonoides,0.8395782842603915,0
36848,Bural-Obo C,Promimomys,0.8307941482621528,0
36849,Bural-Obo C,Orientalomys,0.8260644136113907,0
36850,Bural-Obo C,Villanyia,0.8186995722182556,1
37260,Buret',Coelodonta,0.7570781358798205,1
37261,Buret',Mammuthus,0.7501861102469517,1
37262,Buret',Palaeoloxodon,0.7472132603121118,0
37263,Buret',Elephas,0.7253886982970827,0
37264,Buret',Sinomegaceros,0.7245878491941274,0
37674,Buret' II,Coelodonta,0.8116211660813816,1
37675,Buret' II,Equus,0.7919295818645549,1
37676,Buret' II,Rhinoceros,0.7606916610984774,0
37677,Buret' II,Dicerorhinus,0.740347337835392,0
37678,Buret' II,Stephanorhinus,0.7306534165701687,0
38088,Burgtonna,Prometheomys,0.6935110859620511,0
38089,Burgtonna,Trogontherium,0.6873469604659926,0
38090,Burgtonna,Cervalces,0.6830915367887627,0
38091,Burgtonna,Glis,0.6817024551427074,1
38092,Burgtonna,Castor,0.6811400938854365,1
