,Binomial,Order,Family,Mass.g,Mass.Method,Mass.Source,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.Source,AL,Source,HYP.x,LOP.x,Fully.coded,Genus,Species,Synonym,massg,HYP.y,LOP.y,FCT_HOD,FCT_AL,FCT_OL,FCT_SF,FCT_OT,FCT_CM,OO,ETH,LOPT,BUN
320,Ovis_canadensis,Cetartiodactyla,Bovidae,74644.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.",0,"Galbrun et al., ",3,2,Y,Ovis,canadensis,NA,74644.9,3,2,1,0,1,0,0,0,1,0,0,0
321,Ovis_dalli,Cetartiodactyla,Bovidae,55650.6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.",0,"Oksanen et al., 2019",3,2,Y,Ovis,dalli,NA,55650.6,3,2,1,0,1,0,0,0,1,0,0,0
322,Ovis_nivicola,Cetartiodactyla,Bovidae,90000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",3,2,Y,Ovis,nivicola,NA,90000,3,2,1,0,1,0,0,0,1,0,0,0
323,Ovis_orientalis,Cetartiodactyla,Bovidae,60000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.",0,"Oksanen et al., 2019",3,2,Y,Ovis,orientalis,NA,60000,3,2,1,0,1,0,0,0,1,0,0,0
324,Ozotoceros_bezoarticus,Cetartiodactyla,Cervidae,40000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,2,Y,Ozotoceros,bezoarticus,NA,40000,1,2,1,1,1,0,0,0,0,0,0,0
325,Pan_paniscus,Primates,Hominidae,34000.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",97,1,2,Reported Observed Species,"Mittermeier, R. A., et al. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",0,"Oksanen et al., 2019",1,0,Y,Pan,paniscus,NA,34000.1,1,0,1,0,0,0,0,0,0,0,0,1
326,Pan_troglodytes,Primates,Hominidae,42500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",92,2,6,Reported Observed Species,"Bogart, S. L., & Pruetz, J. D. 2011. Insectivory of savanna chimpanzees (Pan troglodytes verus) at Fongoli, Senegal. American Journal of Physical Anthropology, 145(1):11–20.",0,"Oksanen et al., 2019",1,0,Y,Pan,troglodytes,NA,42500,1,0,1,0,0,0,0,0,0,0,0,1
327,Pantholops_hodgsonii,Cetartiodactyla,Bovidae,27500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",3,2,Y,Pantholops,hodgsonii,NA,27500,3,2,1,0,1,0,0,0,1,0,0,0
328,Papio_cynocephalus,Primates,Cercopithecidae,19484,Reported,Global Ecology and Biogeography 18 :19-29 (2009),80,10,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Papio,cynocephalus,NA,19484,1,0,1,0,0,0,0,0,0,0,0,1
329,Papio_hamadryas,Primates,Cercopithecidae,14972.2,Reported,Global Ecology and Biogeography 18 :19-29 (2009),80,10,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",1,0,Y,Papio,hamadryas,NA,14972.2,1,0,1,0,0,0,0,0,0,0,0,1
330,Papio_kindae,Primates,Cercopithecidae,13000,Reported,"Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",76,13,11,Imputed 000 Species,PHYLACINE 1.2.1,0,"Oksanen et al., 2019",1,0,Y,Papio,kindae,NA,13000,1,0,1,0,0,0,0,0,0,0,0,1
331,Papio_papio,Primates,Cercopithecidae,15500.2,Reported,Global Ecology and Biogeography 18 :19-29 (2009),70,20,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Papio,papio,NA,15500.2,1,0,1,0,0,0,0,0,0,0,0,1
332,Papio_ursinus,Primates,Cercopithecidae,27939.1,Reported,Global Ecology and Biogeography 18 :19-29 (2009),70,10,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Papio,ursinus,NA,27939.1,1,0,1,0,0,0,0,0,0,0,0,1
333,Pecari_tajacu,Cetartiodactyla,Tayassuidae,21266.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",99,0,1,Reported 000 Species,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.",0,"Oksanen et al., 2019",1,0,Y,Pecari,tajacu,NA,21266.7,1,0,1,0,1,0,0,0,1,0,0,0
334,Pelea_capreolus,Cetartiodactyla,Bovidae,20000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Pelea,capreolus,NA,20000,3,2,1,0,1,0,0,0,1,0,0,0
335,Perodicticus_edwardsi,Primates,Lorisidae,1210,Reported,"Ravosa, M. J. 2006. Cranial ontogeny, diet, and ecogeographic variation in African lorises. American Journal of Primatology 69:59-73.",80,10,10,Estimated Expert Species,"Mittermeier, R. A., et al. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",0,"Oksanen et al., 2019",1,0,Y,Perodicticus,edwardsi,NA,1210,1,0,1,0,0,0,0,0,0,0,0,1
336,Perodicticus_ibeanus,Primates,Lorisidae,1014,Reported,"Ravosa, M. J. 2006. Cranial ontogeny, diet, and ecogeographic variation in African lorises. American Journal of Primatology 69:59-73.",80,10,10,Estimated Expert Species,"Mittermeier, R. A., et al. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",0,"Oksanen et al., 2019",1,0,Y,Perodicticus,ibeanus,NA,1014,1,0,1,0,0,0,0,0,0,0,0,1
337,Perodicticus_potto,Primates,Lorisidae,1100,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Perodicticus,potto,NA,1100,1,0,1,0,0,0,0,0,0,0,0,1
338,Phacochoerus_aethiopicus,Cetartiodactyla,Suidae,71000.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,10,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,0,Y,Phacochoerus,aethiopicus,NA,71000.3,3,0,3,0,0,0,1,1,0,0,0,1
339,Phacochoerus_africanus,Cetartiodactyla,Suidae,82500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,10,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,0,Y,Phacochoerus,africanus,NA,82500,3,0,3,0,0,0,1,1,0,0,0,1
340,Philantomba_maxwellii,Cetartiodactyla,Bovidae,12000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,10,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,2,Y,Philantomba,maxwellii,NA,12000,1,2,1,0,1,1,0,0,0,0,0,0
341,Philantomba_monticola,Cetartiodactyla,Bovidae,6250,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,10,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,2,Y,Philantomba,monticola,NA,6250,1,2,1,0,1,1,0,0,0,0,0,0
342,Philantomba_walteri,Cetartiodactyla,Bovidae,9000,Reported,"Wilson, D. E., et al. 2011. Handbook of the Mammals of the World: 2. Hoofed Mammals. First edition. Lynx Edicions, Barcelona.",91,9,0,Imputed 000 Species,PHYLACINE 1.2.1,0,Imputed,1,2,Y,Philantomba,walteri,NA,9000,1,2,1,0,1,1,0,0,0,0,0,0
343,Piliocolobus_badius,Primates,Cercopithecidae,7750.1,Reported,Global Ecology and Biogeography 18 :19-29 (2009),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,0,Y,Piliocolobus,badius,NA,7750.1,1,0,1,1,0,0,0,0,0,0,0,0
344,Piliocolobus_bouvieri,Primates,Cercopithecidae,10334.8,Imputed,PHYLACINE 1.2.1,100,0,0,Imputed 000 Species,PHYLACINE 1.2.1,1,"Oksanen et al., 2019",1,0,Y,Piliocolobus,bouvieri,NA,10334.8,1,0,1,1,0,0,0,0,0,0,0,0
345,Piliocolobus_epieni,Primates,Cercopithecidae,10301.5,Imputed,PHYLACINE 1.2.1,100,0,0,Imputed 000 Species,PHYLACINE 1.2.1,1,"Oksanen et al., 2019",1,0,Y,Piliocolobus,epieni,NA,10301.5,1,0,1,1,0,0,0,0,0,0,0,0
346,Piliocolobus_gordonorum,Primates,Cercopithecidae,8023.4,Reported,Global Ecology and Biogeography 18 :19-29 (2009),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,0,Y,Piliocolobus,gordonorum,NA,8023.4,1,0,1,1,0,0,0,0,0,0,0,0
347,Piliocolobus_kirkii,Primates,Cercopithecidae,5630,Assumed isometric based on head-body length,Biology Letters 3: 398-400 (2007),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,0,Y,Piliocolobus,kirkii,NA,5630,1,0,1,1,0,0,0,0,0,0,0,0
348,Piliocolobus_oustaleti,Primates,Cercopithecidae,10350,Reported,"Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",100,0,0,Imputed 000 Species,PHYLACINE 1.2.1,1,"Oksanen et al., 2019",1,0,Y,Piliocolobus,oustaleti,NA,10350,1,0,1,1,0,0,0,0,0,0,0,0
349,Piliocolobus_pennantii,Primates,Cercopithecidae,10896,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",1,"Oksanen et al., 2019",1,0,Y,Piliocolobus,pennantii,NA,10896,1,0,1,1,0,0,0,0,0,0,0,0
350,Piliocolobus_preussi,Primates,Cercopithecidae,9750,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",1,"Oksanen et al., 2019",1,0,Y,Piliocolobus,preussi,NA,9750,1,0,1,1,0,0,0,0,0,0,0,0
