"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"
0.20444885663598	0.120504184957317	0.13145460645089	-0.243989443327146	-0.0590154270572432	-0.0631296369542107	-0.0632221079193394	0.0223137938941373	-0.292268432358403	0.130296961970132
0.405505795090341	0.323703256230702	0.101892343318496	0.00810619233108256	-0.0555066253142531	-0.0297541469430296	0.114586995264391	0.0266106423882035	-0.227749888011273	-0.112653221849374
0.147248125510076	0.305791547585016	0.230568003318821	-0.00569050941534376	-0.487918751181288	-0.307269393641383	-0.0263650499171821	-0.134667915243718	-0.0309156421380421	-0.106362182897093
0.191332110478885	0.155384224695477	-0.0537755149992559	-0.250565598407526	-0.222875284751496	0.0294909782119757	-0.228105397090584	-0.0690712704513996	-0.137231325058137	0.169716196948123
0.235799998151526	0.215560741954155	-0.120672707189155	0.00189223470552694	-0.439783378577453	-0.24300972828644	-0.0529446214747131	-0.000802445717836543	-0.0572667695669501	-0.198838816209512
0.367502069054989	0.189966430927971	-0.0808672440044388	0.0846295825886142	-0.446638789331361	-0.163958658557803	-0.0993889148495798	-0.0216075402652616	0.0611920489211774	-0.0857424719920331
0.32886129914305	0.489889575753843	0.114632332619082	-0.042507387634917	-0.0862930937119485	-0.0934359394252681	-0.356480565282542	-0.0318094802468394	-0.0582036869434136	-0.0256514813545398
0.311808098887734	0.146711187435798	0.0675770795733436	0.00623848556910579	-0.121821195615004	-0.0898616988711345	-0.108336050238338	-0.00778672724297222	-0.265680141838103	0.0074542387228263
0.280535292451281	0.29310304093668	-0.0398054740111894	0.0641775226399838	-0.317538840403351	-0.214231165036682	-0.287565508669076	-0.0889112691581826	-0.148037761443063	0.0311309582268901
0.417641514798166	0.24301768666549	0.007396637648846	0.0977758732717547	-0.141173557396587	-0.0585767477092365	-0.237419325457811	-0.0164020525600776	-0.151223998353023	0.0651585676240136
0.161488202289991	0.247929032749655	-0.109252542523483	-0.00461608998776803	-0.440353074018961	-0.231697928257597	-0.190003298892296	0.0283565486969543	-0.192670289393685	-0.175318660010409
0.275672123297616	0.0960065531420305	0.0419972911958836	0.167613336925929	-0.332803008168828	-0.256603609863386	-0.1170453658106	-0.028917179273993	0.11459306930007	-0.176640778765699
0.149261412249586	0.368027100889752	-0.065615432714689	-0.0916140920962055	-0.283286317581006	-0.16966844928299	-0.200477325815456	-0.0411455249148085	-0.259969976109948	-0.15617994181657
