"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"
1.29812815947026	0.203095810027639	-0.645146682230268	0.268397060906703	-0.434375174571461	0.394843090549509	-0.601206429496359	0.250633138708809	-0.162883491203612	-0.298665202840784
-0.0617100784535486	0.177971260549104	-0.0436190165727087	-0.465115903984306	-0.219440730289169	0.106415529489484	0.348982721967153	0.0943852915757901	-0.476101142364232	-0.595377191501092
0.325641864896072	0.48331809340611	-0.111747111617009	-0.25935455364108	-0.296201509085182	1.11506592389743	0.700741380368997	0.0723465359142118	-0.143986993861264	-0.600020873794966
0.496977926393109	-0.269273184510274	0.432285882377035	-0.329023001065311	-0.484612319041704	0.241393777436691	-0.058828220920721	-0.0698242017453204	0.722742341845675	0.256599144560497
0.392056922582391	-0.381021648069871	0.075100908581613	0.0607398699386106	-0.0654696986728864	0.367501145486962	-0.0504626663496078	-0.0689074436340354	-0.356310473223333	0.219663953749566
0.171864653755957	-0.0673715729324571	0.183002948732003	0.511155205214054	-0.110944216115509	0.133322340514244	-0.101629625845133	-0.0755346649300537	-0.0219747089595109	-0.0666588468520029
0.0782087895811369	-0.195439494393768	0.134838366494903	-0.281738619269647	-0.275243988507663	0.200821357286598	0.315853145153029	-0.480711510833799	-0.183515157219087	-0.496766494876417
0.61159894990592	-0.405565656989869	0.883707741194953	-0.512716291311366	0.0106164555206989	-0.0389270848491644	0.0481045999703035	0.0209952887972237	0.250235520710832	-0.902171689957005
0.242621551481203	-0.0533322441666038	0.290419171772309	-0.224200518304373	0.211491394971656	0.201441390834582	-0.17723260272782	0.159782091285867	0.157321493952705	-0.042045087232053
0.200447346262385	-0.331429840870813	0.226578978920258	-0.0279347076411973	-0.139317380420171	0.203540910301229	-0.127426943128663	-0.297837368393739	-0.238904624805461	0.0762429760806929
-0.14018073397984	0.149151385347945	-0.00710932321971907	-0.138983061873525	-0.151356436710299	0.243610480118003	0.00838970568459321	-0.296032092033649	0.030362319341334	-0.26324426323391
-0.22768800360492	0.133151120567103	0.0312858942878651	-0.0307003992180608	-0.357416883874123	0.387082832285133	-0.0531025548220335	-0.628098542984729	0.0577098235446765	-0.275160205686523
-0.0697636672834468	-0.0203790432899659	0.0929628627247001	-0.0471820745877435	-0.0507411867727925	0.594024445611069	-0.502085243662229	-0.787212041781191	0.110801633278753	-0.926329555358169
-0.0536223570936369	-0.272978561338989	0.154349929329414	0.156830791666801	-0.273993315107693	0.394735141740632	-0.365523468736124	-0.568568316397291	-0.250677256739602	-0.316690930665458
-0.116320959403917	0.106260525196305	0.198940005018888	0.213056107395871	-0.108992924894326	0.542458118179091	-0.624655120578164	-0.603911372563091	0.215340941533337	-0.778382677430245
0.190182022578603	-0.310752871190304	0.0788137249620217	0.1459307721807	-0.00960544759405164	0.120979110511331	0.0501765920961056	-0.320385655026784	-0.238545948883778	-0.489585073446405
0.157010268359304	-0.295481473948892	0.0660375905489785	-0.0791364311552795	-0.0672814466604639	0.126147313037635	-0.125034986522083	-0.269298716899012	-0.299657947116723	0.0868286688408814
0.047706897611483	-0.222093591489833	0.0194808437297545	0.0795611690918982	-0.216734079426465	0.374645579445878	-0.284706026587166	-0.6862888914253	-0.170359287345153	-0.301404926625993
0.198753665050502	-0.312556508511001	0.0546811843457724	0.0967547835675814	-0.0067657828228722	0.17162417574721	-0.0578009414873975	-0.286723066129301	-0.284003690424543	-0.244161102287433
